Population_ID,Generation,Population_Size,Mutation_Rate,Migration_Rate,Trait_Frequency_A,Trait_Frequency_B,Fitness_A,Fitness_B,Selection_Pressure,Gene_Expression_Levels,Allele_Frequencies,Heritability,Epistasis_Index,Inbreeding_Coefficient,Genetic_Drift_Index
Pop1,1,1235,0.00295,0.072,0.464,0.536,0.9,0.94,0.96,0.600778001,0.688558038,0.591374989,0.187486245,0.050573487,0.107677372
Pop3,3,1004,0.00376,0.077,0.597,0.403,0.71,0.86,0.83,0.518221826,0.372390781,0.707362618,0.338121306,0.096676764,0.102043843
Pop5,4,1893,0.00441,0.035,0.525,0.475,0.76,0.94,0.81,0.594442961,0.641754037,0.615495696,0.205854011,0.012787551,0.114771064
Pop4,4,912,0.00313,0.043,0.464,0.536,0.81,0.8,1.01,1.183006773,0.496911143,0.457958646,0.364787578,0.09944836,0.167266974
Pop5,3,1343,0.00071,0.061,0.62,0.38,0.86,0.84,1.02,0.571188648,0.39889243,0.603779973,0.425975891,0.127926862,0.122625955
Pop5,5,818,0.00419,0.012,0.526,0.474,0.84,0.88,0.95,0.81897563,0.648299961,0.365228705,0.411210097,0.120823571,0.169102168
Pop2,3,1845,0.00421,0.042,0.693,0.307,0.74,0.86,0.86,1.344875311,0.478122102,0.383788099,0.404340532,0.095696025,0.136473335
Pop5,4,1006,0.00062,0.054,0.47,0.53,0.83,0.76,1.09,0.523271936,0.505926942,0.673391096,0.175088962,0.209786652,0.101310415
Pop4,5,1629,0.00374,0.038,0.371,0.629,0.87,0.92,0.95,1.314468483,0.443693348,0.46785171,0.135353979,0.036331673,0.171496812
Pop2,2,1202,0.00168,0.1,0.446,0.554,0.84,0.98,0.86,0.781854775,0.537180341,0.679028204,0.379579531,0.126424186,0.085743451
Pop1,5,532,0.00457,0.036,0.524,0.476,0.91,0.77,1.18,0.618164828,0.365409549,0.693453424,0.247338886,0.015510354,0.083657447
Pop1,2,1350,0.00283,0.074,0.635,0.365,1,0.91,1.1,1.196737165,0.456432615,0.714537403,0.272938491,0.01778892,0.125675439
Pop4,1,1449,0.00258,0.093,0.349,0.651,0.9,0.81,1.11,1.128942847,0.687764929,0.749981142,0.112459637,0.143466462,0.089127387
Pop4,5,1403,0.00143,0.015,0.341,0.659,0.81,0.87,0.93,1.377472014,0.403253373,0.458591132,0.20383058,0.141504606,0.051363055
Pop3,4,1258,0.00179,0.063,0.434,0.566,0.87,0.97,0.9,1.235071044,0.562694666,0.391320091,0.113470562,0.219508378,0.147244629
Pop5,3,1799,0.00279,0.089,0.698,0.302,0.76,0.79,0.96,1.30348093,0.430076026,0.549319248,0.451674309,0.139468419,0.126664073
Pop3,4,977,0.00334,0.092,0.496,0.504,1,0.77,1.3,0.782034573,0.60938925,0.422703454,0.197358673,0.239947755,0.116827672
Pop2,4,1460,0.00284,0.012,0.653,0.347,0.7,1,0.7,0.677439544,0.352349464,0.5606445,0.322934868,0.012173712,0.195045277
Pop2,2,1563,0.00362,0.055,0.546,0.454,0.79,0.85,0.93,1.250614752,0.687928418,0.623351518,0.115591728,0.024501921,0.135679878
Pop3,5,502,0.00231,0.053,0.69,0.31,0.87,0.92,0.95,1.306834739,0.481515817,0.613043011,0.366738957,0.011016465,0.179514737
Pop5,5,1789,0.00085,0.048,0.461,0.539,0.78,0.75,1.04,1.490505142,0.394420185,0.424731732,0.229210938,0.046319213,0.070917535
Pop2,1,550,0.00155,0.045,0.466,0.534,0.89,0.74,1.2,0.912617677,0.329398699,0.300116121,0.459167675,0.135317528,0.135380969
Pop5,4,1437,0.00141,0.054,0.509,0.491,0.92,0.97,0.95,0.872018086,0.367903162,0.458317603,0.455247276,0.161393045,0.180196944
Pop3,5,1093,0.00186,0.085,0.425,0.575,0.99,0.88,1.12,1.276412961,0.507909579,0.285556486,0.230116247,0.011396289,0.137465864
Pop2,1,981,0.00055,0.07,0.625,0.375,0.94,0.88,1.07,0.84080354,0.434801271,0.734058221,0.460384358,0.236492722,0.157702127
Pop2,3,506,0.00111,0.052,0.607,0.393,0.98,0.85,1.15,1.430757326,0.631553346,0.407526476,0.498463069,0.210541344,0.105806535
Pop2,1,1514,0.00474,0.06,0.607,0.393,0.91,0.92,0.99,1.358412752,0.472355009,0.292675848,0.430166266,0.074153121,0.063867428
Pop4,1,1756,0.00209,0.037,0.498,0.502,0.98,0.81,1.21,0.928994027,0.399485709,0.215268656,0.437948539,0.019296883,0.118685044
Pop5,4,1111,0.0032,0.025,0.305,0.695,0.79,0.97,0.81,1.250871068,0.546857995,0.587493432,0.199603494,0.042471768,0.109171909
Pop4,2,997,0.00438,0.098,0.595,0.405,0.82,0.73,1.12,1.254542874,0.582710887,0.58214139,0.33068096,0.031736103,0.180059027
Pop1,1,1664,0.00414,0.059,0.333,0.667,0.87,0.91,0.96,0.603123869,0.366816763,0.4043625,0.126902366,0.030820945,0.086599295
Pop4,1,1981,0.00075,0.024,0.486,0.514,0.83,0.77,1.08,1.402552907,0.367047687,0.243027133,0.137967175,0.129640422,0.195010134
Pop1,4,1423,0.0008,0.046,0.34,0.66,0.92,0.96,0.96,1.005252372,0.314668571,0.445777337,0.499557045,0.061461861,0.193720718
Pop5,1,562,0.0049,0.03,0.508,0.492,0.76,0.73,1.04,1.326457466,0.594560806,0.386730497,0.2306557,0.089534929,0.087144746
Pop2,4,1459,0.00347,0.028,0.648,0.352,0.86,0.85,1.01,0.820049601,0.565521811,0.606272384,0.399273565,0.247376333,0.102207793
Pop1,2,1494,0.00338,0.061,0.362,0.638,0.77,1,0.77,1.395523228,0.48985235,0.56346755,0.422666021,0.171078562,0.184333361
Pop1,4,1934,0.0024,0.086,0.685,0.315,0.82,0.9,0.91,0.889201679,0.63766818,0.418756237,0.443209308,0.237245167,0.194993333
Pop1,4,1375,0.00187,0.044,0.353,0.647,0.76,0.78,0.97,0.510837651,0.622268061,0.330735533,0.499051319,0.035639139,0.116515865
Pop3,2,1615,0.00405,0.091,0.405,0.595,0.93,0.89,1.04,1.405381976,0.534141746,0.79282158,0.196598594,0.095534869,0.098149557
Pop2,4,984,0.00491,0.038,0.638,0.362,0.73,0.82,0.89,0.591286677,0.647308512,0.472400973,0.116140331,0.138682951,0.128914102
Pop2,1,512,0.00312,0.056,0.428,0.572,0.76,0.84,0.9,0.819313638,0.382336484,0.612964541,0.264476607,0.019189515,0.153165381
Pop4,4,1358,0.00125,0.035,0.445,0.555,0.77,0.85,0.91,1.450061967,0.344767848,0.284331781,0.152032268,0.001046861,0.091021177
Pop4,4,1489,0.00369,0.098,0.366,0.634,0.86,0.71,1.21,1.450607147,0.407899845,0.49135382,0.108970356,0.167608583,0.160470976
Pop1,3,849,0.00319,0.083,0.432,0.568,0.84,0.78,1.08,1.073437888,0.322834742,0.216522032,0.244170731,0.160454879,0.057748604
Pop5,1,1865,0.00346,0.023,0.494,0.506,0.82,0.94,0.87,1.131837212,0.512467811,0.503273071,0.4134953,0.102697202,0.057394174
Pop2,2,1097,0.00211,0.026,0.398,0.602,0.96,0.89,1.08,0.948445522,0.674642277,0.778410444,0.326472276,0.122411019,0.107943156
Pop5,5,1105,0.00057,0.086,0.658,0.342,0.95,0.96,0.99,0.793210772,0.315737416,0.430524028,0.225111196,0.10386075,0.103020979
Pop4,3,1987,0.0044,0.027,0.643,0.357,0.77,0.71,1.08,0.828664545,0.348843966,0.223397608,0.361736802,0.006001261,0.097344982
Pop4,5,1354,0.00278,0.068,0.698,0.302,0.89,0.78,1.14,1.172518456,0.480879611,0.218573475,0.192807272,0.083842902,0.123652964
Pop3,4,1971,0.00052,0.051,0.523,0.477,0.79,0.73,1.08,1.252374529,0.673550007,0.432792056,0.105752578,0.044270564,0.098110037
Pop3,5,1590,0.00075,0.096,0.466,0.534,0.82,0.73,1.12,1.291579044,0.426462442,0.296014962,0.405741355,0.024606047,0.078838688
Pop3,5,1002,0.00198,0.069,0.622,0.378,0.79,0.78,1.01,1.289618143,0.502893923,0.214011258,0.349497234,0.239180108,0.096420432
Pop4,4,775,0.00376,0.077,0.331,0.669,0.95,0.74,1.28,0.591206103,0.316629144,0.653728168,0.40492105,0.149839931,0.196235641
Pop1,5,1758,0.00455,0.065,0.457,0.543,0.91,0.88,1.03,0.994420305,0.35933728,0.475113805,0.115575207,0.182164071,0.111667013
Pop1,5,1213,0.0019,0.019,0.69,0.31,0.93,0.73,1.27,0.55755876,0.694652049,0.373546863,0.434847851,0.078840936,0.116706917
Pop3,4,608,0.00344,0.074,0.414,0.586,0.78,0.92,0.85,1.049528882,0.686047479,0.74004991,0.34781048,0.098286782,0.136481748
Pop4,5,1773,0.002,0.021,0.343,0.657,0.75,0.85,0.88,0.941530501,0.301975992,0.269683376,0.32535814,0.059230998,0.197501115
Pop4,5,874,0.00228,0.077,0.392,0.608,1,0.94,1.06,1.387704183,0.680724714,0.773551297,0.349845619,0.024241418,0.086240191
Pop2,2,1757,0.00355,0.054,0.665,0.335,0.88,0.81,1.09,0.850915013,0.555647975,0.38838003,0.445773299,0.044757909,0.152192317
Pop4,3,1512,0.00111,0.061,0.43,0.57,0.72,0.85,0.85,0.617067016,0.647167318,0.733042203,0.334774603,0.199378511,0.157397704
Pop3,3,1974,0.00344,0.063,0.532,0.468,0.91,0.84,1.08,0.642991682,0.481895942,0.561765726,0.332380152,0.169386451,0.141098663
Pop1,1,538,0.00308,0.062,0.409,0.591,0.87,0.82,1.06,1.261510632,0.506238411,0.696024416,0.496271663,0.136732219,0.063286751
Pop1,1,1235,0.00218,0.099,0.378,0.622,0.91,0.95,0.96,1.118218063,0.495538632,0.790407898,0.402692067,0.118772468,0.151530841
Pop3,2,650,0.00281,0.071,0.406,0.594,0.94,0.86,1.09,0.601122676,0.566745703,0.373043263,0.276917522,0.230608571,0.059614207
Pop3,4,1633,0.00162,0.033,0.416,0.584,0.88,0.76,1.16,0.584106806,0.355860502,0.776681291,0.3829588,0.018183737,0.139421397
Pop1,2,1434,0.00114,0.027,0.691,0.309,0.95,0.93,1.02,1.200969131,0.311989436,0.433689137,0.255692189,0.070150203,0.160937177
Pop1,2,1196,0.00066,0.015,0.375,0.625,0.92,0.9,1.02,0.572763006,0.423171977,0.431307143,0.191550185,0.087484463,0.081645484
Pop3,1,780,0.00088,0.018,0.673,0.327,0.85,0.91,0.93,1.321860059,0.581872305,0.404232263,0.338740751,0.195606453,0.176243301
Pop4,3,1766,0.00465,0.088,0.538,0.462,0.99,0.72,1.38,1.206242227,0.380741381,0.524844564,0.471272839,0.248128655,0.054553071
Pop4,3,915,0.00239,0.012,0.567,0.433,0.79,0.8,0.99,0.581348781,0.569372973,0.292487026,0.471655808,0.060167629,0.17657193
Pop3,3,1462,0.00054,0.06,0.454,0.546,0.92,0.71,1.3,0.584837714,0.687964818,0.532226891,0.236762111,0.218576834,0.119049358
Pop1,1,1236,0.00115,0.043,0.635,0.365,0.71,0.85,0.84,1.486639579,0.337560286,0.525022887,0.311070986,0.20765569,0.082638191
Pop5,5,1541,0.00322,0.072,0.476,0.524,0.78,0.89,0.88,0.874270796,0.569040847,0.657141088,0.184654359,0.056164349,0.070066722
Pop1,3,836,0.00379,0.035,0.443,0.557,0.95,0.96,0.99,0.870642147,0.477500088,0.700189977,0.498252444,0.099833145,0.192996075
Pop2,5,1299,0.0032,0.08,0.498,0.502,0.74,0.94,0.79,1.312799567,0.647256902,0.46426481,0.492447163,0.102418217,0.060899838
Pop3,1,909,0.0012,0.092,0.407,0.593,0.84,0.97,0.87,1.447248577,0.370859916,0.38139995,0.359803572,0.244555167,0.079864013
Pop3,4,1343,0.00384,0.058,0.366,0.634,0.82,0.87,0.94,1.486001064,0.577050381,0.355600938,0.421765624,0.045222975,0.102173352
Pop1,2,1988,0.00438,0.076,0.409,0.591,0.89,0.8,1.11,1.253378185,0.635246116,0.316774302,0.386040065,0.199789493,0.143035227
Pop5,5,961,0.00444,0.086,0.578,0.422,0.84,0.74,1.14,0.876259586,0.677845688,0.234588549,0.337263288,0.083548179,0.131720163
Pop5,5,1134,0.0036,0.061,0.691,0.309,0.76,0.7,1.09,0.583500717,0.573299211,0.405468787,0.121339199,0.182717586,0.068846524
Pop3,3,1917,0.0018,0.013,0.336,0.664,0.78,0.9,0.87,1.277146916,0.498869906,0.362148615,0.281905737,0.105002751,0.093459198
Pop2,1,1469,0.00386,0.079,0.394,0.606,0.73,0.82,0.89,1.05840425,0.547138896,0.779850432,0.369914521,0.144589941,0.085812766
Pop2,1,1770,0.00068,0.02,0.48,0.52,0.79,0.92,0.86,0.924222009,0.647561994,0.534625296,0.371012646,0.208152943,0.082031428
Pop4,3,1742,0.00224,0.021,0.633,0.367,0.93,0.71,1.31,1.406354385,0.528243899,0.408366223,0.249249047,0.201041391,0.11167165
Pop5,5,977,0.00282,0.016,0.62,0.38,0.92,0.9,1.02,0.611197482,0.312154824,0.548280561,0.476676795,0.216605796,0.155604718
Pop5,4,1043,0.00209,0.097,0.576,0.424,0.75,0.89,0.84,0.992625104,0.672379478,0.283518021,0.166942813,0.014904331,0.08261794
Pop1,4,1073,0.00252,0.027,0.429,0.571,0.97,0.98,0.99,0.511353645,0.5758107,0.46642625,0.300143778,0.173012638,0.105001832
Pop2,4,1253,0.0026,0.033,0.502,0.498,1,0.91,1.1,0.968660642,0.570605354,0.575740593,0.376353591,0.034996844,0.108637614
Pop2,3,629,0.00291,0.093,0.662,0.338,0.95,0.81,1.17,0.556303276,0.386270061,0.493338699,0.378854322,0.103954642,0.196468479
Pop3,2,1034,0.00468,0.09,0.677,0.323,0.74,0.78,0.95,0.618817916,0.563554188,0.44106728,0.359455583,0.137147104,0.193199954
Pop2,3,1180,0.0028,0.014,0.491,0.509,0.75,0.95,0.79,0.617526247,0.457545762,0.796309033,0.210115285,0.100684871,0.170020637
Pop5,5,1417,0.00417,0.082,0.384,0.616,0.84,1,0.84,1.149210302,0.560493191,0.728188857,0.162482627,0.129902919,0.086248838
Pop4,3,1853,0.00452,0.093,0.356,0.644,0.85,0.97,0.88,1.246044879,0.342637212,0.574043575,0.354376131,0.249131577,0.060205597
Pop3,5,1551,0.00108,0.046,0.392,0.608,0.9,0.93,0.97,1.083368765,0.563138122,0.541626417,0.339720846,0.033804328,0.097535621
Pop5,3,1869,0.0046,0.09,0.359,0.641,0.71,0.97,0.73,1.462172548,0.69976549,0.572396288,0.171742404,0.168864011,0.090019182
Pop5,3,1523,0.00134,0.02,0.692,0.308,0.81,0.78,1.04,0.87487058,0.319284816,0.320787265,0.382055658,0.099000242,0.12588887
Pop1,4,984,0.00249,0.013,0.611,0.389,0.72,0.87,0.83,0.785712086,0.690869674,0.437082646,0.282068797,0.03325245,0.166659187
Pop4,4,1949,0.00217,0.088,0.492,0.508,0.85,0.94,0.9,1.368599128,0.462763184,0.22367572,0.367104237,0.039684191,0.178748441
Pop3,5,974,0.00131,0.081,0.357,0.643,0.86,0.97,0.89,0.723595839,0.64830138,0.485327622,0.434946832,0.237318277,0.176729613
Pop4,3,1813,0.00222,0.04,0.502,0.498,0.94,0.88,1.07,1.463222539,0.612954194,0.52581475,0.167891371,0.219900374,0.103951334
Pop2,3,1175,0.00132,0.074,0.507,0.493,0.8,1,0.8,0.512154475,0.526806504,0.336649842,0.107657947,0.22676049,0.153085152
Pop5,5,704,0.00358,0.076,0.476,0.524,0.81,0.8,1.01,1.469878827,0.595379684,0.778417308,0.411641035,0.247883194,0.09692513
Pop4,2,1133,0.00223,0.043,0.309,0.691,0.88,0.99,0.89,0.543159912,0.651406225,0.745672767,0.34387897,0.052078848,0.059135831
Pop1,4,1855,0.00345,0.077,0.528,0.472,0.88,0.73,1.21,1.391143114,0.461656129,0.633285941,0.379855828,0.088859834,0.15523479
Pop2,5,1629,0.00058,0.081,0.31,0.69,0.79,0.79,1,1.027701109,0.430813265,0.520031977,0.43526199,0.167304757,0.051474133
Pop5,1,1111,0.00111,0.039,0.327,0.673,0.84,0.9,0.93,1.492964796,0.567037354,0.721981496,0.421124374,0.120950635,0.111377388
Pop3,5,1128,0.00151,0.057,0.464,0.536,0.76,0.7,1.09,0.573796565,0.623138377,0.278391406,0.484368059,0.104597383,0.09940689
Pop5,5,1078,0.00484,0.08,0.38,0.62,0.76,0.71,1.07,1.053854284,0.604914054,0.674305877,0.314374032,0.089452812,0.154006631
Pop5,1,1641,0.00116,0.059,0.68,0.32,0.89,0.83,1.07,1.469302536,0.61912546,0.274892488,0.295398253,0.148445158,0.164936821
Pop4,1,835,0.00365,0.086,0.573,0.427,0.72,0.76,0.95,1.023097844,0.474233326,0.676526398,0.26075488,0.143898357,0.095614195
Pop1,4,1837,0.00299,0.079,0.689,0.311,0.78,0.85,0.92,1.129398638,0.627133686,0.365460541,0.161476417,0.040364459,0.171744052
Pop1,3,509,0.00073,0.045,0.448,0.552,0.92,0.77,1.19,1.195748689,0.348083622,0.726254349,0.329042893,0.117934959,0.094087514
Pop1,3,1910,0.00305,0.072,0.525,0.475,0.75,0.92,0.82,0.954541065,0.517795639,0.766425256,0.21080501,0.138367944,0.116948954
Pop2,5,1462,0.00292,0.012,0.58,0.42,0.8,0.94,0.85,1.12755808,0.302303464,0.289277582,0.468523005,0.142571735,0.159052779
Pop2,2,1599,0.00264,0.037,0.48,0.52,0.89,0.89,1,1.084314312,0.429834332,0.477605363,0.333276322,0.052526798,0.153938034
Pop3,4,898,0.00134,0.057,0.429,0.571,0.74,0.97,0.76,1.40115801,0.446584614,0.788592427,0.337136072,0.185567848,0.198105271
Pop2,3,1825,0.00429,0.081,0.501,0.499,0.87,0.72,1.21,0.54544638,0.458469077,0.490044462,0.241969864,0.006299774,0.083774154
Pop3,5,1080,0.00381,0.096,0.697,0.303,0.96,0.91,1.05,0.78096319,0.578186883,0.718128514,0.120795741,0.088707964,0.149347687
Pop4,3,1382,0.00359,0.047,0.333,0.667,0.98,0.91,1.08,1.450411484,0.455423241,0.553238913,0.112697506,0.195053162,0.141452286
Pop4,3,1945,0.0011,0.048,0.455,0.545,0.81,0.83,0.98,1.390263784,0.479477449,0.425197945,0.269334058,0.14097323,0.187264768
Pop3,1,632,0.00107,0.067,0.529,0.471,0.78,0.98,0.8,0.955656753,0.395017652,0.371470133,0.133826151,0.065290608,0.073454321
Pop1,5,1462,0.00354,0.022,0.306,0.694,0.84,0.75,1.12,1.120132598,0.449300717,0.321933855,0.342738782,0.17373828,0.162769725
Pop1,2,1539,0.0034,0.075,0.389,0.611,0.72,0.97,0.74,0.777381183,0.390907851,0.657078915,0.452389202,0.141847736,0.135240292
Pop2,5,1911,0.00251,0.088,0.32,0.68,0.79,0.86,0.92,0.68812116,0.32927837,0.431924304,0.453165927,0.199060902,0.09119988
Pop1,4,1340,0.00338,0.035,0.515,0.485,0.99,0.78,1.27,0.963698405,0.541379437,0.506765277,0.363618164,0.183756297,0.121165237
Pop5,2,716,0.00107,0.021,0.667,0.333,0.95,0.88,1.08,0.853352228,0.567285119,0.495395288,0.184492733,0.152526981,0.10006649
Pop4,5,1936,0.00248,0.011,0.418,0.582,0.92,0.93,0.99,1.083656112,0.547796138,0.546367418,0.445198733,0.122044419,0.13689701
Pop5,4,1128,0.00302,0.07,0.452,0.548,0.8,0.91,0.88,0.577734637,0.485397618,0.719346287,0.454437374,0.033295531,0.183350092
Pop4,3,720,0.00088,0.063,0.548,0.452,0.75,0.85,0.88,1.474394808,0.451914312,0.788443606,0.178661434,0.065333254,0.135395748
Pop2,3,1539,0.00195,0.071,0.581,0.419,0.91,0.85,1.07,1.486210744,0.64533346,0.444550525,0.394970434,0.104774868,0.144758363
Pop5,3,1195,0.00105,0.05,0.503,0.497,0.92,0.89,1.03,1.198161714,0.507632714,0.696511353,0.21460782,0.149824822,0.127812177
Pop1,2,681,0.00404,0.03,0.324,0.676,0.74,0.89,0.83,1.036096366,0.491672751,0.658716677,0.421056125,0.128426964,0.057674826
Pop3,2,1080,0.00292,0.074,0.618,0.382,0.83,0.91,0.91,0.809527616,0.310256826,0.544117371,0.49889516,0.072046131,0.084928784
Pop5,2,1473,0.00423,0.045,0.425,0.575,0.96,0.74,1.3,1.31379502,0.436499131,0.773628286,0.112010402,0.001616089,0.123800259
Pop2,4,1401,0.00137,0.044,0.304,0.696,0.75,0.97,0.77,1.184731173,0.452078248,0.320284709,0.458946346,0.124059805,0.096535293
Pop1,1,1801,0.00394,0.022,0.662,0.338,0.82,0.81,1.01,0.662616939,0.459529112,0.265558526,0.349052213,0.071406497,0.07726454
Pop1,4,1410,0.00282,0.068,0.334,0.666,0.84,0.97,0.87,1.410927184,0.532068948,0.71237718,0.489353048,0.183652075,0.125619926
Pop3,1,1219,0.00221,0.049,0.382,0.618,0.99,0.98,1.01,1.322537243,0.513441019,0.46348989,0.286003807,0.005986566,0.098421469
Pop2,1,1059,0.0045,0.05,0.406,0.594,0.81,0.99,0.82,1.449799913,0.543162037,0.708181313,0.438955172,0.146206953,0.088716146
Pop2,2,1315,0.00474,0.098,0.566,0.434,0.98,0.81,1.21,1.225719508,0.605953305,0.735854123,0.124957627,0.235368559,0.119597813
Pop1,2,1348,0.00303,0.093,0.417,0.583,0.9,0.93,0.97,1.113415196,0.625194295,0.237474556,0.23411162,0.043602317,0.069992639
Pop4,1,992,0.00086,0.077,0.635,0.365,0.95,0.85,1.12,0.918243036,0.58724923,0.730078858,0.126806615,0.117912373,0.18916186
Pop2,1,1186,0.00055,0.065,0.461,0.539,0.98,0.85,1.15,1.432728483,0.682209478,0.468991433,0.490137253,0.022855498,0.180155315
Pop1,3,1663,0.00427,0.076,0.467,0.533,0.99,0.94,1.05,1.36606389,0.307293033,0.506259493,0.426789563,0.156420478,0.156143088
Pop4,3,1361,0.00073,0.025,0.392,0.608,0.7,0.9,0.78,0.54521867,0.378311194,0.575955507,0.441018968,0.13763292,0.065932074
Pop3,3,1649,0.00289,0.039,0.323,0.677,0.86,0.96,0.9,0.526366974,0.30302515,0.755829564,0.475186093,0.101841381,0.166381588
Pop2,3,1971,0.00241,0.097,0.416,0.584,0.82,0.81,1.01,0.876463367,0.558989886,0.211469657,0.134041394,0.130344255,0.171193599
Pop5,4,999,0.0044,0.083,0.63,0.37,0.98,0.94,1.04,1.310553331,0.65921222,0.486106081,0.254239037,0.224143665,0.165164693
Pop2,3,987,0.00461,0.073,0.565,0.435,0.85,0.94,0.9,1.487276129,0.397392919,0.612633225,0.128413956,0.049073576,0.067094883
Pop3,4,1891,0.00358,0.034,0.395,0.605,0.87,0.95,0.92,0.650416891,0.670813818,0.633624175,0.184317241,0.005641128,0.146586194
Pop3,1,1711,0.00135,0.053,0.613,0.387,0.9,0.83,1.08,1.094130715,0.324106956,0.615519459,0.191746311,0.215416221,0.175148719
Pop1,5,1903,0.00364,0.049,0.313,0.687,0.73,0.9,0.81,0.880890857,0.673774411,0.280661078,0.287642884,0.144279271,0.13660301
Pop2,5,925,0.0038,0.092,0.472,0.528,1,0.71,1.41,1.469914398,0.440649075,0.379637353,0.207424867,0.222664614,0.146961106
Pop3,1,938,0.0025,0.071,0.589,0.411,0.82,0.83,0.99,1.342118923,0.340568331,0.415229315,0.140391243,0.149236306,0.118754522
Pop1,5,1656,0.0025,0.043,0.492,0.508,0.98,0.85,1.15,1.338328705,0.494348704,0.682662325,0.166996436,0.202540272,0.129306098
Pop3,1,978,0.00283,0.084,0.408,0.592,0.81,0.99,0.82,0.96869316,0.402710627,0.367255923,0.158910225,0.107418341,0.055156529
Pop3,2,668,0.00149,0.073,0.41,0.59,0.78,0.85,0.92,0.914819502,0.413949161,0.326422978,0.489230719,0.187464983,0.145844453
Pop4,1,678,0.00388,0.036,0.583,0.417,0.9,0.9,1,0.773407072,0.422915986,0.774468811,0.403717003,0.228260367,0.062217082
Pop2,3,896,0.00066,0.057,0.474,0.526,0.85,0.81,1.05,0.556375497,0.621210359,0.205317971,0.487104586,0.143030741,0.115252189
Pop5,1,1423,0.00127,0.097,0.473,0.527,0.95,0.97,0.98,1.364722376,0.515664511,0.798692513,0.275896195,0.045196288,0.093898265
Pop5,5,1385,0.00379,0.026,0.39,0.61,0.79,0.76,1.04,1.312901009,0.42452308,0.606092779,0.211347393,0.067199404,0.131814193
Pop4,2,1695,0.0033,0.053,0.681,0.319,0.86,0.74,1.16,1.499717673,0.544133513,0.69708158,0.419317279,0.049661144,0.07001245
Pop3,2,812,0.00336,0.073,0.684,0.316,0.9,0.78,1.15,1.496636837,0.58646027,0.376771638,0.230501567,0.061714257,0.15374651
Pop5,1,732,0.00439,0.065,0.472,0.528,0.96,0.74,1.3,1.055431706,0.4090496,0.208589167,0.219753349,0.076603862,0.169251731
Pop1,4,1889,0.00195,0.085,0.655,0.345,0.94,0.96,0.98,1.268987415,0.465419641,0.642721711,0.193002397,0.138783447,0.074503167
Pop2,4,812,0.00487,0.04,0.623,0.377,0.71,0.88,0.81,1.44476573,0.348754437,0.700486758,0.151871591,0.146997907,0.065646963
Pop1,2,1543,0.00263,0.053,0.456,0.544,0.87,0.77,1.13,1.349647391,0.37245974,0.644285679,0.202585224,0.106624937,0.071827322
Pop4,5,1080,0.00436,0.035,0.568,0.432,0.83,0.98,0.85,0.747348102,0.572447142,0.285710172,0.242127899,0.153855195,0.181569134
Pop3,1,1012,0.00369,0.047,0.513,0.487,0.83,0.91,0.91,0.950544135,0.372575339,0.652056753,0.369597683,0.020393731,0.129228389
Pop2,4,1614,0.00344,0.034,0.474,0.526,0.84,0.7,1.2,0.629159415,0.510065353,0.661353669,0.125025937,0.021947059,0.120089149
Pop2,3,1893,0.00389,0.042,0.639,0.361,0.9,0.82,1.1,1.454051027,0.583618505,0.595124309,0.184202776,0.042957365,0.066006773
Pop1,1,1415,0.00472,0.028,0.627,0.373,0.75,0.81,0.93,1.106174634,0.342750769,0.65966956,0.423609456,0.129519375,0.147433401
Pop5,2,675,0.00197,0.077,0.395,0.605,0.75,0.79,0.95,0.728642806,0.526924888,0.707552864,0.158768769,0.05349867,0.180199939
Pop1,2,1865,0.00105,0.025,0.648,0.352,0.85,0.72,1.18,1.171700684,0.402625113,0.568162469,0.237058059,0.070821101,0.17422788
Pop4,2,660,0.0006,0.092,0.667,0.333,0.73,0.92,0.79,1.11812824,0.68517075,0.253162828,0.445863569,0.100078209,0.143908206
Pop2,4,1399,0.00306,0.019,0.682,0.318,0.92,0.87,1.06,0.858162718,0.493418259,0.492576686,0.161970124,0.202966531,0.061291807
Pop1,3,1435,0.00493,0.088,0.355,0.645,0.87,0.86,1.01,0.613557592,0.62239702,0.246589601,0.133094734,0.003465534,0.066859554
Pop3,5,1303,0.00333,0.073,0.501,0.499,0.85,0.87,0.98,1.171573196,0.520090617,0.444525819,0.293815198,0.162344705,0.057396348
Pop3,4,1680,0.00334,0.03,0.492,0.508,0.97,0.77,1.26,1.020307701,0.317365013,0.444263893,0.220967805,0.167219133,0.088621882
Pop3,5,903,0.00368,0.047,0.497,0.503,0.93,0.76,1.22,1.272318392,0.55326055,0.239605906,0.325363346,0.199663945,0.07034922
Pop1,4,1037,0.00459,0.014,0.522,0.478,0.86,0.93,0.92,1.020163501,0.680561337,0.40929232,0.421521956,0.233188235,0.089007206
Pop4,5,769,0.00245,0.057,0.393,0.607,0.87,0.87,1,1.3521815,0.540644728,0.266598859,0.154859395,0.005034462,0.107758708
Pop5,2,1158,0.00414,0.058,0.413,0.587,0.82,0.76,1.08,1.051906839,0.627675544,0.684941126,0.332279634,0.038445926,0.191447418
Pop3,3,1671,0.00078,0.056,0.464,0.536,0.71,0.93,0.76,1.060937972,0.653682585,0.768612816,0.302203504,0.221542824,0.141556409
Pop3,4,1420,0.00487,0.019,0.438,0.562,0.82,0.83,0.99,1.376653603,0.391231909,0.243389885,0.157631514,0.114629641,0.175246068
